org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
R.A.R.O. Residency Program – BARCELONA,https://www.esrarobarcelona.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, New Media, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/r-a-r-o-barcelona/,2026-01-19 00:00:00
Radal,https://radal.ar/,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Printmaking",unknown,,listing_url=https://resartis.org/listings/radal/,2026-01-19 00:00:00
Casa Ramdom / Casa Kora,http://www.ramdom.net/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Music, Literature, Film-making, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/ramdom/,2026-01-19 00:00:00
Ratamo Printmaking and Photography Centre,http://www.jyvaskyla.fi/ratamo,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Printmaking, Photography",unknown,,listing_url=https://resartis.org/listings/ratamo-printmaking-and-photography-centre/,2026-01-19 00:00:00
Raquel Cámara,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,Not specified,unknown,,listing_url=https://resartis.org/listings/raquel-c%d5%bdmara/,2026-01-19 00:00:00
Residencias Ras de Terra,https://www.rasdeterra.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/ras-de-terra/,2026-01-19 00:00:00
REC.ON Spain,https://rec-on.es/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Performing Arts, Literature, New Media, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/rec-on/,2026-01-19 00:00:00
RaumArs A-i-R,http://www.raumars.org,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/raumars-rauma-artist-in-residence-programme/,2026-01-19 00:00:00
(Re)Create,https://www.recreateartprojects.org,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Music, Literature, New Media, Curatorial, Photography, Other, Circus",unknown,,listing_url=https://resartis.org/listings/recreate-inc/,2026-01-19 00:00:00
Raum für Kunst e.V.,https://backsteinboot.org/ateliers-1,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Dance, Printmaking, Music, Literature, New Media, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/raum-fur-kunst-e-v/,2026-01-19 00:00:00
Res Artis residency,https://resartis.org,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,"Visual Art, Ceramics",unknown,,listing_url=https://resartis.org/listings/res-artis-residency/,2026-01-19 00:00:00
Residencia Nautilus Residence,https://residencianautilus.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Music",unknown,,listing_url=https://resartis.org/listings/residencia-nautilus/,2026-01-19 00:00:00
Residencia Corazón,http://www.residenciacorazon.com.ar,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/residencia-corazo_n-argentina/,2026-01-19 00:00:00
Retreat.cz — A Deep Work Retreat in the Czech mountains,http://www.retreat.cz/english/,Residency program,https://resartis.org/listings/,A,open,residencies,Czech-Republic,"Visual Art, Music, Literature, New Media, Education Programmes",unknown,,listing_url=https://resartis.org/listings/retreat-cz-_nd-a-deep-work-retreat-in-the-czech-mountains/,2026-01-19 00:00:00
Residência São João | Casa Figueira,http://www.residenciasaojoao.com,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Literature, New Media, Film-making, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/residencia-sao-joao/,2026-01-19 00:00:00
Rimbun Dahan,http://www.rimbundahan.org,Residency program,https://resartis.org/listings/,A,open,residencies,Malaysia,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, Curatorial, Other",unknown,,listing_url=https://resartis.org/listings/rimbun-dahan/,2026-01-19 00:00:00
TEST Approved Member,https://resartis.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,Sculpture,unknown,,listing_url=https://resartis.org/listings/resartistest/,2026-01-19 00:00:00
Watershed Studio’s Art Residency,https://watershedstudios.squarespace.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/river-view-residency/,2026-01-19 00:00:00
Emma Ricklunds Stiftelse,http://www.ricklundgarden.com,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Visual Art, Sculpture, Dance, Printmaking, Performing Arts, Textile Art, Music, Literature, Animations, Photography",unknown,,listing_url=https://resartis.org/listings/ricklundg%d5%b2rden/,2026-01-19 00:00:00
Skogshyddan Air,http://www.skogshyddanair.com,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/riverside-production-oy-min-mandag-oy/,2026-01-19 00:00:00
Heraklion Art Studio Residency,https://elxenakistudio.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Music, Literature, New Media, Animations, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/roi-moving-art-2/,2026-01-19 00:00:00
Rondo Residency,http://rondoresidency.com,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Sculpture, Textile Art, New Media, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/rondo/,2026-01-19 00:00:00
RUD AIR,http://www.rudair.tumblr.com,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/rud-air/,2026-01-19 00:00:00
IN SIMPLICITATE LIBERTAS,http://www.ruralcontemporary.org,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/ruc-rural-residency-for-contemporary-art/,2026-01-19 00:00:00
Rothko Museum,https://rothkomuseum.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Latvia,"Visual Art, Sculpture, Ceramics, Printmaking",unknown,,listing_url=https://resartis.org/listings/rothko-museum/,2026-01-19 00:00:00
Saari Residence,https://koneensaatio.fi/en/saari-residence/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/saari-residence/,2026-01-19 00:00:00
Ruutin Kartano Art Residency at Granny´s Cottage,https://www.ruutinkartano.com/artist,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/ruutin-kartano-2/,2026-01-19 00:00:00
SAC Gallery,http://www.sac.gallery,Residency program,https://resartis.org/listings/,A,open,residencies,Thailand,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Music",unknown,,listing_url=https://resartis.org/listings/sac-gallery/,2026-01-19 00:00:00
Instituto Sacatar,http://www.sacatar.org,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/sacatar/,2026-01-19 00:00:00
Sachaqa Centro De Arte,http://www.sachaqacentrodearte2.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Peru,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Music, Literature, Film-making, Education Programmes",unknown,,listing_url=https://resartis.org/listings/sachaqa-centro-de-arte/,2026-01-19 00:00:00
Rüki Residency,https://rukigalerii.ee/residency,Residency program,https://resartis.org/listings/,A,open,residencies,Estonia,"Visual Art, Printmaking, Performing Arts, Textile Art, Literature, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/ruki-residentuur/,2026-01-19 00:00:00
Naoshima Artist Residency (spring session),http://www.sadouinn.com,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/sadou-inn-3/,2026-01-19 00:00:00
SAIKONEON,https://saikoneon.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Dance, Performing Arts, Music, New Media, Film-making",unknown,,listing_url=https://resartis.org/listings/saikoneon/,2026-01-19 00:00:00
The Artists’ Cottage | SAC Arts Residency Program,https://www.sac.org.au/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Education Programmes, Photography, Circus",unknown,,listing_url=https://resartis.org/listings/salamanca-arts-centre-2/,2026-01-19 00:00:00
Sapporo Tenjinyama Art Studio,http://tenjinyamastudio.jp/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/sapporo-tenjinyama-art-studio/,2026-01-19 00:00:00
Sala752,http://sala752.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Poland,"Visual Art, Sculpture, Dance, Literature, New Media, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/sala752/,2026-01-19 00:00:00
Sam Rit Residency,http://www.samritresidency.com,Residency program,https://resartis.org/listings/,A,open,residencies,Thailand,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/sam-rit-residency/,2026-01-19 00:00:00
Susēja,https://sansusi.lv/,Residency program,https://resartis.org/listings/,A,open,residencies,Latvia,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/sansusi/,2026-01-19 00:00:00
Freedom Gallery (Samamukhti),https://hihiripipiri.notion.site/S-mamukti-Freedom-Gallery-68d6347ead1f44d29967118c36dd95a8,Residency program,https://resartis.org/listings/,A,open,residencies,Sri-Lanka,"Visual Art, Dance, Theatre, Music, Literature, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/samamukti-freedom-gallery-we-fohp/,2026-01-19 00:00:00
Sasso Residency,http://www.sasso-residency.ch,Residency program,https://resartis.org/listings/,A,open,residencies,Switzerland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other, Glass",unknown,,listing_url=https://resartis.org/listings/sasso-residency/,2026-01-19 00:00:00
Schlesien Earth Unearth Artist Retreat,https://www.earthunearth.land/,Residency program,https://resartis.org/listings/,A,open,residencies,Namibia,"Visual Art, Sculpture, Literature, Architecture, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/schlesien-earth-unearth-artist-retreat/,2026-01-19 00:00:00
schloss bröllin e.V.,http://schloss%20bröllin%20e.V.,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/schloss-brollin-e-v/,2026-01-19 00:00:00
School of Visual Arts (SVA) Artist Residency Programs,http://sva.edu/residency,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, New Media, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/school-of-visual-arts-summer-residency-programs/,2026-01-19 00:00:00
Secant Space,http://www.secantspace.com,Residency program,https://resartis.org/listings/,A,open,residencies,Turkey,"Visual Art, Performing Arts, Textile Art, Music, Literature, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Circus",unknown,,listing_url=https://resartis.org/listings/secant-space/,2026-01-19 00:00:00
Mecklenburgisches Künstlerhaus Schloss Plüschow,http://www.plueschow.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,Visual Art,unknown,,listing_url=https://resartis.org/listings/schloss-plschow-mecklenburgisches-knstlerhaus/,2026-01-19 00:00:00
Sculpture Space,http://www.sculpturespace.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture",unknown,,listing_url=https://resartis.org/listings/sculpture-space-inc/,2026-01-19 00:00:00
Venice Artist Residencies,https://www.scuolagrafica.it/en/arts/venice-artist-residency/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Printmaking, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/scuola-internazionale-di-grafica-di-venezia/,2026-01-19 00:00:00
Nanji Residency,http://sema.seoul.go.kr,Residency program,https://resartis.org/listings/,A,open,residencies,South-Korea,"Visual Art, Performing Arts, New Media, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/sema-nanji-residency/,2026-01-19 00:00:00
Seven Gardens Residency,https://www.sevengardensresidency.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Iran,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Glass",unknown,,listing_url=https://resartis.org/listings/seven-gardens/,2026-01-19 00:00:00
Serlachius Residency,https://serlachius.fi/en/serlachius-residency/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Performing Arts, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/serlachius-residency/,2026-01-19 00:00:00
Shangyuan Art Museum,http://www.syartmuseum.com/english/,Residency program,https://resartis.org/listings/,A,open,residencies,China,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/shangyuan-art-museum/,2026-01-19 00:00:00
Sheepscot Arts Preserve,https://sheepscotart.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Music, Literature, Animations, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/sheepscot-arts-preserve/,2026-01-19 00:00:00
Sierra Madre International Artist Residency,https://www.sierramadreinternationalartistresidency.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Sculpture, Music, Literature, New Media, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/sierra-madre-international-artist-residency/,2026-01-19 00:00:00
SODAS 2123 residency program,https://sodas2123.lt/en/rezidencijos,Residency program,https://resartis.org/listings/,A,open,residencies,Lithuania,"Visual Art, Performing Arts, Textile Art, Music, New Media, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/sodas-2123/,2026-01-19 00:00:00
SÍM Residency,https://www.sim-residency.info/,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, Music, New Media, Animations, Film-making, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/sim-residency/,2026-01-19 00:00:00
Skaftfell Residency Program,https://skaftfell.is/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Printmaking, Music, Literature, New Media, Film-making, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/skaftfell-center-for-visual-art/,2026-01-19 00:00:00
Artist-in-residence Slipvillan,https://slipvillan.org/hem/artist-in-residence.html,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Visual Art, Sculpture, Theatre, Printmaking, Performing Arts, Literature, New Media, Animations, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/slipvillan-ef-2/,2026-01-19 00:00:00
NAT Art Residence,https://www.circleproart.com/en-gb/home,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Music, New Media, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/sm-pro-art-circle/,2026-01-19 00:00:00
(Street) Artist in Residence,http://www.soonartstudio.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Austria,"Visual Art, New Media, Other",unknown,,listing_url=https://resartis.org/listings/soon-art-studio/,2026-01-19 00:00:00
SomoS Arts Artist & Curatorial Residency,https://somos-arts.org,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Dance, Textile Art, Literature, New Media, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/somos-art-house-berlin/,2026-01-19 00:00:00
StartArt Art Residency & Co-living,http://startartcoliving.com,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Ceramics, Dance, Theatre, Performing Arts, Music, Literature, New Media, Film-making, Education Programmes, Photography, Other, Circus",unknown,,listing_url=https://resartis.org/listings/startart-art-residency/,2026-01-19 00:00:00
Solvellir Arts Residency,https://www.solvellir.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/solvellir-arts-residency/,2026-01-19 00:00:00
Snäcksund The Croft,http://www.proartibus.fi,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,Visual Art,unknown,,listing_url=https://resartis.org/listings/stiftelsen-pro-artibus/,2026-01-19 00:00:00
Space a+ Lu,https://www.spaceaplus.lu,Residency program,https://resartis.org/listings/,A,open,residencies,Vietnam,"Visual Art, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/space-alu/,2026-01-19 00:00:00
Tingshusresidens/The Old Courthouse Residence,http://www.tingshusresidens.com,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Visual Art, Sculpture, Performing Arts, Textile Art, Music, Literature, Animations",unknown,,listing_url=https://resartis.org/listings/stiftelsen-gamleby-tingshus-foundation-gamleby-courthouse/,2026-01-19 00:00:00
Stiftung Künstlerdorf Schöppingen,https://www.stiftung-kuenstlerdorf.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Literature",unknown,,listing_url=https://resartis.org/listings/stiftung-kunstlerdorf-schoppingen/,2026-01-19 00:00:00
Story Villa Heinävaara,http://www.storyvilla.fi,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/story-villa-heinavaara/,2026-01-19 00:00:00
Strata Ceramics Residency,https://strataceramics.ie/,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,Ceramics,unknown,,listing_url=https://resartis.org/listings/strata-ceramics-residency/,2026-01-19 00:00:00
Studio 88 Artist Residency,https://studio88artistresidency.com,Residency program,https://resartis.org/listings/,A,open,residencies,Thailand,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Literature, Film-making, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/studio-88-artist-residency-2/,2026-01-19 00:00:00
Studio H multimedia & interdisciplinary artist residency,https://studiohcanadaresidency.ca,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Visual Art, Printmaking, Textile Art, Music, Literature, New Media, Photography",unknown,,listing_url=https://resartis.org/listings/studio-h-canada/,2026-01-19 00:00:00
Krušče Creative Center,https://www.krusce.si,Residency program,https://resartis.org/listings/,A,open,residencies,Slovenia,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/studio-for-the-research-on-the-art-of-acting/,2026-01-19 00:00:00
Studio Faire,https://www.studiofaire.fr/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/studio-faire/,2026-01-19 00:00:00
Studio Luce,https://www.studioluceguatemala.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Guatemala,"Visual Art, Music, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/studio-luce/,2026-01-19 00:00:00
Sunbeam Arts Residency,http://sunbeamarts.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Music",unknown,,listing_url=https://resartis.org/listings/sunbeam_arts/,2026-01-19 00:00:00
Sunbury House,https://www.sunburydesigns.com/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,Not specified,unknown,,listing_url=https://resartis.org/listings/sunbury-house/,2026-01-19 00:00:00
Studio Kura Artist in Residence Program,https://studiokura.info/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/studio-kura-artist-in-residence-program/,2026-01-19 00:00:00
"Studio Macushla Sanctuary, Sri Lanka",http://www.macushlasanctuary.com,Residency program,https://resartis.org/listings/,A,open,residencies,Sri-Lanka,Not specified,unknown,,listing_url=https://resartis.org/listings/studio-macushla-sanctuary-sri-lanka/,2026-01-19 00:00:00
On::View Artist in Residency,https://artssoutheast.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Performing Arts, Textile Art, New Media, Photography, Other",unknown,,listing_url=https://resartis.org/listings/sulfur-studios-arts-southeast/,2026-01-19 00:00:00
Toma House AIR,https://tomaunrestored.com/artistresidency/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Printmaking, Performing Arts, Literature, New Media, Film-making, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/takabatake-trust-for-conservation-of-historic-properties/,2026-01-19 00:00:00
TAKT A.I.R. BERLIN LEIPZIG ZEITZ,http://taktberlin@gmail.com,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Textile Art, Music, Literature, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/takt-berlin-i-leipzig-artist-residency-academy-gallery/,2026-01-19 00:00:00
TartAMI residence Osaka (Fujitatami Guesthouse),https://yaoyoroz.wixsite.com/tartami,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Ceramics, Film-making, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/tartami/,2026-01-19 00:00:00
International Ceramics Residency Program,https://tallergingell.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Curatorial",unknown,,listing_url=https://resartis.org/listings/taller-gingell-barcelona/,2026-01-19 00:00:00
Takahuhti Artcenter,https://tampereen-taiteilijaseura.fi,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,Visual Art,unknown,,listing_url=https://resartis.org/listings/tampere_artists_association/,2026-01-19 00:00:00
La Casa del Teatre Nu,https://www.teatrenu.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Dance, Theatre, Performing Arts, Music, Literature, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/teatre-nu-monday-theater-sl/,2026-01-19 00:00:00
Tesa Creative Center,https://www.tesacc.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Taiwan,"Visual Art, Sculpture, Ceramics",unknown,,listing_url=https://resartis.org/listings/tesa-creative-center/,2026-01-19 00:00:00
Ós Residency,http://www.textilecenter.is,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Textile Art, Other",unknown,,listing_url=https://resartis.org/listings/texto_lmio%c2%8dsto_o%c2%8d-o%c2%8dslands-icelandic-textile-center/,2026-01-19 00:00:00
The Blue Camel (Stillness in Motion),http://www.hyper-link.space/alfaseel,Residency program,https://resartis.org/listings/,A,open,residencies,Guatemala,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Literature, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/the-blue-camel/,2026-01-19 00:00:00
Montebuono Artist Residency,https://www.thebottegaprojects.com/montebuono-residency,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/the-bottega-projects/,2026-01-19 00:00:00
CORRIDOR AiR,https://www.thecorridorproject.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Printmaking, Performing Arts, Textile Art, Literature, New Media, Film-making, Architecture, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/the-corridor-project/,2026-01-19 00:00:00
The Camargo Foundation,http://www.camargofoundation.org,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/the-camargo-foundation/,2026-01-19 00:00:00
The Cabin,http://www.roadbooks.ie,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,"Visual Art, Literature",unknown,,listing_url=https://resartis.org/listings/the-cabin-at-road-books/,2026-01-19 00:00:00
The Horned Dorset Colony,http://www.horneddorsetcolony.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,Visual Art,unknown,,listing_url=https://resartis.org/listings/the-horned-dorset-colony/,2026-01-19 00:00:00
The Interdisciplinary Art Group SERDE,http://www.serde.lv/,Residency program,https://resartis.org/listings/,A,open,residencies,Latvia,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Architecture, Photography",unknown,,listing_url=https://resartis.org/listings/the-interdisciplinary-art-group-serde/,2026-01-19 00:00:00
Grant Wood Fellowship,https://grantwood.uiowa.edu/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, New Media, Animations",unknown,,listing_url=https://resartis.org/listings/the-grant-wood-art-colony/,2026-01-19 00:00:00
The Hide Artist Retreat,https://www.thehide.co,Residency program,https://resartis.org/listings/,A,open,residencies,United-Kingdom,"Visual Art, Sculpture, Theatre, Printmaking, Music, Literature, New Media, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/the-hide-artist-retreat/,2026-01-19 00:00:00
